ID,Education,Experience,Income
3214,3,9,32
3215,3,37,33
3216,3,15,19
3217,1,8,14
3218,1,39,94
3219,1,16,154
3220,2,15,33
3221,3,35,28
3222,1,16,44
3223,3,23,81
3224,3,18,29
3225,3,21,58
3226,2,28,38
3227,1,8,82
3228,3,7,18
3229,2,2,45
3230,1,9,64
3231,1,40,48
3232,3,37,24
3233,3,25,65
3234,1,20,111
3235,2,12,114
3236,3,35,39
3237,3,14,19
3238,2,9,22
3239,2,28,49
3240,1,4,40
3241,1,36,63
3242,1,15,55
3243,2,14,33
3244,3,26,31
3245,1,24,24
3246,3,22,81
3247,2,17,81
3248,1,20,113
3249,1,6,92
3250,1,25,81
3251,3,11,101
3252,2,26,78
3253,3,38,78
3254,2,30,35
3255,3,37,9
3256,2,7,82
3257,3,9,41
3258,3,35,84
3259,2,17,42
3260,1,8,54
3261,3,30,84
3262,1,40,131
3263,3,19,85
3264,1,8,84
3265,3,41,114
3266,3,14,61
3267,3,31,39
3268,1,35,21
3269,3,17,111
3270,1,34,68
3271,2,23,179
3272,2,27,93
3273,1,9,85
3274,1,15,180
3275,3,5,110
3276,1,8,65
3277,3,31,159
3278,1,19,81
3279,1,6,132
3280,2,-1,44
3281,1,33,98
3282,2,25,62
3283,1,21,91
3284,2,30,29
3285,3,-1,101
3286,2,13,65
3287,2,36,58
3288,3,13,32
3289,1,30,140
3290,1,25,44
3291,3,27,113
3292,2,28,38
3293,1,-1,13
3294,1,20,62
3295,3,12,29
3296,2,16,141
3297,2,37,132
3298,3,32,23
3299,1,32,11
3300,2,34,90
3301,2,38,43
3302,1,22,59
3303,3,11,28
3304,2,29,28
3305,1,17,108
3306,3,13,78
3307,1,22,65
3308,1,10,25
3309,3,23,108
3310,2,27,43
3311,2,29,95
3312,1,25,24
3313,1,22,190
3314,3,24,24
3315,1,13,41
3316,1,22,80
3317,3,26,63
3318,3,41,79
3319,1,20,105
3320,3,35,153
3321,1,25,114
3322,1,15,120
3323,3,16,104
3324,1,35,20
3325,1,31,41
3326,1,23,35
3327,2,27,174
3328,3,18,164
3329,1,20,22
3330,1,10,132
3331,3,9,32
3332,3,42,21
3333,2,9,49
3334,2,13,79
3335,3,14,30
3336,1,10,118
3337,3,34,11
3338,3,29,61
3339,2,9,43
3340,3,1,141
3341,3,3,54
3342,1,9,33
3343,3,13,84
3344,3,37,125
3345,1,19,110
3346,1,11,14
3347,1,15,65
3348,3,41,78
3349,3,35,18
3350,3,25,95
3351,2,3,95
3352,1,26,191
3353,3,4,19
3354,3,23,19
3355,3,18,39
3356,1,23,93
3357,3,23,115
3358,2,6,112
3359,1,35,40
3360,2,19,45
3361,1,24,133
3362,1,5,85
3363,2,4,18
3364,2,34,54
3365,2,15,41
3366,3,8,21
3367,1,9,152
3368,2,27,53
3369,2,18,163
3370,2,10,84
3371,3,13,59
3372,2,18,33
3373,1,29,81
3374,2,2,182
3375,3,31,61
3376,2,18,88
3377,1,21,170
3378,3,10,83
3379,2,0,44
3380,3,41,83
3381,2,38,21
3382,1,15,143
3383,1,36,103
3384,1,22,135
3385,1,11,162
3386,1,17,73
3387,3,10,142
3388,3,37,25
3389,1,21,115
3390,1,3,88
3391,3,3,73
3392,3,29,94
3393,1,7,58
3394,2,11,81
3395,3,-1,113
3396,2,16,35
3397,1,28,65
3398,1,6,170
3399,2,14,62
3400,3,29,54
3401,2,22,39
3402,3,15,28
3403,3,40,95
3404,2,29,82
3405,3,14,21
3406,3,30,50
3407,3,12,34
3408,3,32,19
3409,1,21,71
3410,2,5,113
3411,3,11,9
3412,1,37,118
3413,1,29,79
3414,3,24,72
3415,1,36,18
3416,1,12,93
3417,2,37,62
3418,2,12,23
3419,3,31,40
3420,1,10,34
3421,3,41,114
3422,1,23,125
3423,3,23,41
3424,3,35,38
3425,2,19,45
3426,1,-1,12
3427,3,5,115
3428,1,15,175
3429,3,21,24
3430,2,14,28
3431,1,38,32
3432,3,38,63
3433,1,23,32
3434,1,9,60
3435,3,31,53
3436,1,8,58
3437,2,29,42
3438,2,31,39
3439,1,17,72
3440,1,17,80
3441,2,1,39
3442,3,40,18
3443,3,18,30
3444,1,18,54
3445,1,35,128
3446,2,13,38
3447,1,32,120
3448,3,29,25
3449,3,18,85
3450,2,32,135
3451,3,4,14
3452,3,30,70
3453,2,37,23
3454,2,3,31
3455,1,21,132
3456,1,19,28
3457,3,22,125
3458,1,31,91
3459,1,23,191
3460,2,1,88
3461,3,37,84
3462,3,27,64
3463,2,33,28
3464,1,3,149
3465,1,37,172
3466,2,41,42
3467,2,6,53
3468,3,37,149
3469,2,19,113
3470,1,2,79
3471,1,31,175
3472,3,25,38
3473,2,27,120
3474,1,34,52
3475,2,24,42
3476,1,30,13
3477,1,39,141
3478,1,10,131
3479,3,6,133
3480,1,6,64
3481,1,39,49
3482,3,26,34
3483,1,33,91
3484,1,36,195
3485,2,18,53
3486,3,13,39
3487,1,1,20
3488,3,4,104
3489,2,15,51
3490,1,12,154
3491,1,9,38
3492,1,27,12
3493,3,9,28
3494,3,28,33
3495,2,2,31
3496,2,8,44
3497,3,13,49
3498,1,31,134
3499,3,6,182
3500,1,23,114
3501,2,26,90
3502,3,39,105
3503,1,8,58
3504,3,3,53
3505,3,20,15
3506,3,39,103
3507,2,1,58
3508,2,23,83
3509,3,9,125
3510,3,12,61
3511,2,11,69
3512,3,11,89
3513,1,20,70
3514,2,4,39
3515,2,9,41
3516,1,26,148
3517,2,21,38
3518,3,6,95
3519,1,36,129
3520,2,5,84
3521,2,35,29
3522,3,10,30
3523,3,40,90
3524,1,4,150
3525,2,33,15
3526,2,34,13
3527,3,33,9
3528,3,10,24
3529,2,17,41
3530,1,7,25
3531,2,28,49
3532,3,12,58
3533,1,12,141
3534,1,32,50
3535,1,10,61
3536,1,27,65
3537,1,24,112
3538,3,34,19
3539,2,0,23
3540,3,30,60
3541,1,15,30
3542,1,20,144
3543,3,5,118
3544,1,11,194
3545,1,19,109
3546,1,22,174
3547,3,40,34
3548,2,20,84
3549,2,16,41
3550,1,7,92
3551,3,10,19
3552,2,35,55
3553,2,27,22
3554,1,16,155
3555,3,13,72
3556,2,9,81
3557,1,11,30
3558,1,20,54
3559,1,34,60
3560,2,25,68
3561,2,5,65
3562,2,6,31
3563,3,8,169
3564,3,27,139
3565,3,7,29
3566,2,15,43
3567,1,33,80
3568,2,26,43
3569,1,4,194
3570,3,15,24
3571,3,29,32
3572,1,18,153
3573,3,6,30
3574,1,36,165
3575,2,30,64
3576,2,38,15
3577,2,30,70
3578,3,9,32
3579,2,5,128
3580,3,2,84
3581,3,16,62
3582,2,4,33
3583,1,25,65
3584,2,3,33
3585,2,37,15
3586,2,18,45
3587,1,15,132
3588,2,4,29
3589,2,38,65
3590,2,12,52
3591,1,7,64
3592,3,32,73
3593,3,3,20
3594,1,34,44
3595,1,8,79
3596,2,14,104
3597,1,20,88
3598,3,26,51
3599,2,11,61
3600,3,19,23
3601,3,20,38
3602,2,13,75
3603,1,21,42
3604,1,25,45
3605,2,38,59
3606,3,31,130
3607,3,18,9
3608,3,15,62
3609,1,35,202
3610,1,5,162
3611,1,6,93
3612,1,39,145
3613,1,25,99
3614,3,11,148
3615,2,10,154
3616,1,34,149
3617,3,15,69
3618,1,11,30
3619,2,8,48
3620,3,20,42
3621,1,29,132
3622,2,27,81
3623,2,29,60
3624,2,3,45
3625,3,28,70
3626,1,21,71
3627,3,-3,28
3628,1,1,83
3629,1,18,131
3630,1,26,82
3631,3,16,79
3632,3,21,51
3633,1,20,111
3634,1,25,93
3635,3,35,73
3636,2,33,24
3637,2,11,64
3638,1,14,104
3639,3,22,38
3640,1,26,191
3641,3,34,53
3642,3,35,74
3643,3,29,21
3644,3,32,80
3645,1,33,41
3646,3,17,79
3647,2,9,141
3648,2,14,32
3649,3,13,38
3650,2,29,85
3651,3,21,93
3652,3,23,140
3653,2,9,69
3654,2,27,32
3655,1,28,61
3656,1,22,125
3657,2,8,30
3658,2,26,104
3659,1,35,24
3660,2,7,22
3661,2,12,59
3662,2,4,120
3663,1,9,164
3664,1,2,60
3665,2,24,43
3666,1,19,70
3667,1,35,51
3668,1,3,59
3669,3,13,129
3670,2,15,22
3671,2,14,29
3672,3,25,18
3673,3,13,65
3674,1,9,65
3675,1,16,38
3676,1,34,110
3677,2,37,22
3678,1,33,43
3679,1,25,30
3680,1,23,134
3681,1,11,32
3682,1,9,139
3683,1,17,45
3684,2,27,62
3685,2,31,51
3686,3,27,93
3687,1,35,122
3688,1,10,45
3689,1,26,179
3690,1,12,64
3691,1,39,41
3692,3,13,58
3693,1,33,64
3694,2,27,28
3695,3,8,21
3696,2,35,60
3697,1,5,78
3698,3,13,59
3699,3,12,59
3700,2,22,83
3701,1,22,128
3702,1,33,95
3703,3,25,160
3704,3,41,78
3705,2,11,184
3706,1,4,30
3707,3,33,51
3708,3,18,35
3709,3,1,74
3710,2,11,43
3711,2,22,23
3712,1,1,20
3713,1,25,112
3714,2,20,74
3715,3,23,65
3716,1,5,124
3717,1,29,65
3718,3,37,73
3719,3,19,8
3720,1,8,53
3721,3,39,131
3722,1,6,13
3723,1,17,60
3724,2,27,45
3725,3,20,39
3726,2,6,78
3727,3,13,43
3728,1,30,31
3729,2,3,118
3730,1,17,82
3731,1,6,112
3732,2,8,10
3733,3,1,18
3734,2,32,72
3735,3,19,72
3736,1,14,78
3737,2,30,78
3738,3,19,30
3739,1,28,45
3740,1,14,80
3741,1,35,174
3742,3,29,51
3743,1,8,181
3744,2,14,78
3745,3,29,79
3746,1,3,119
3747,2,39,49
3748,2,0,83
3749,2,7,100
3750,1,19,70
3751,2,32,52
3752,1,2,12
3753,3,30,82
3754,2,4,34
3755,3,37,112
3756,3,25,42
3757,1,11,83
3758,2,21,142
3759,1,23,199
3760,2,4,29
3761,3,26,70
3762,3,24,25
3763,1,27,84
3764,1,36,81
3765,1,37,15
3766,3,0,54
3767,2,35,108
3768,1,16,83
3769,3,16,62
3770,1,4,134
3771,1,16,75
3772,2,7,109
3773,1,10,152
3774,3,36,83
3775,3,26,52
3776,3,6,31
3777,3,3,135
3778,1,37,98
3779,2,41,14
3780,1,27,64
3781,1,25,109
3782,1,40,118
3783,2,5,80
3784,3,34,51
3785,2,6,115
3786,1,28,83
3787,1,28,90
3788,1,12,28
3789,1,7,82
3790,1,27,24
3791,1,22,71
3792,1,17,80
3793,3,36,109
3794,1,28,140
3795,2,27,39
3796,2,25,39
3797,2,-2,50
3798,1,35,31
3799,3,25,35
3800,1,11,44
3801,3,38,35
3802,1,8,20
3803,2,7,10
3804,3,18,83
3805,1,22,203
3806,1,5,84
3807,1,8,41
3808,1,11,164
3809,1,10,152
3810,1,2,62
3811,1,24,12
3812,1,23,28
3813,1,13,52
3814,2,37,19
3815,1,9,35
3816,1,19,28
3817,2,30,70
3818,1,40,140
3819,3,0,102
3820,3,27,50
3821,1,7,61
3822,2,9,188
3823,3,33,178
3824,2,25,44
3825,1,-1,12
3826,1,6,69
3827,1,19,132
3828,1,14,128
3829,1,6,44
3830,3,39,44
3831,3,8,34
3832,1,12,132
3833,1,38,158
3834,1,9,83
3835,3,22,28
3836,3,9,131
3837,2,19,31
3838,2,19,40
3839,1,11,71
3840,3,5,42
3841,2,31,35
3842,1,4,81
3843,1,35,91
3844,2,7,129
3845,1,27,75
3846,2,1,54
3847,1,5,43
3848,2,18,94
3849,3,32,84
3850,2,18,34
3851,1,23,15
3852,3,21,99
3853,2,7,15
3854,3,21,83
3855,3,6,83
3856,1,18,143
3857,3,30,81
3858,2,39,39
3859,2,18,158
3860,3,24,62
3861,1,6,64
3862,2,40,29
3863,1,34,64
3864,2,10,21
3865,3,32,142
3866,1,30,64
3867,1,25,40
3868,2,19,61
3869,3,16,44
3870,2,16,78
3871,3,0,25
3872,1,16,125
3873,3,29,63
3874,3,30,54
3875,1,12,92
3876,1,2,119
3877,2,11,40
3878,1,4,41
3879,1,11,81
3880,1,4,101
3881,2,24,25
3882,2,20,55
3883,3,7,43
3884,2,16,98
3885,3,1,112
3886,3,2,69
3887,2,43,79
3888,1,-2,118
3889,2,18,81
3890,2,0,19
3891,3,17,139
3892,2,40,63
3893,1,33,102
3894,2,5,40
3895,1,6,44
3896,1,12,59
3897,1,24,224
3898,3,31,64
3899,1,20,129
3900,1,34,43
3901,1,27,12
3902,2,10,53
3903,3,21,39
3904,1,23,65
3905,3,5,18
3906,3,28,55
3907,3,35,60
3908,1,14,42
3909,2,0,44
3910,1,7,111
3911,1,8,62
3912,3,26,44
3913,3,14,69
3914,3,20,62
3915,2,3,35
3916,1,13,91
3917,1,26,12
3918,1,15,89
3919,2,34,65
3920,3,34,179
3921,3,8,82
3922,1,6,48
3923,2,4,20
3924,3,15,91
3925,1,37,122
3926,3,18,22
3927,1,23,43
3928,1,34,38
3929,1,33,61
3930,2,13,33
3931,1,27,145
3932,1,27,170
3933,2,2,55
3934,3,14,40
3935,1,11,68
3936,1,33,53
3937,3,18,63
3938,1,15,123
3939,1,24,13
3940,1,23,12
3941,1,17,53
3942,2,33,79
3943,2,17,89
3944,2,36,188
3945,3,26,62
3946,3,3,123
3947,2,-1,40
3948,3,8,119
3949,2,12,123
3950,2,5,23
3951,3,14,62
3952,1,14,69
3953,1,36,124
3954,3,26,52
3955,1,7,134
3956,2,36,58
3957,2,37,45
3958,2,15,75
3959,2,34,23
3960,1,19,123
3961,1,37,48
3962,1,22,145
3963,3,5,31
3964,3,32,38
3965,3,18,78
3966,1,15,94
3967,3,7,84
3968,3,15,22
3969,1,3,78
3970,2,11,75
3971,1,40,71
3972,3,11,24
3973,1,5,112
3974,2,35,53
3975,3,21,41
3976,2,23,25
3977,2,33,42
3978,2,27,51
3979,2,18,19
3980,1,14,90
3981,2,22,89
3982,1,39,22
3983,1,0,119
3984,3,13,93
3985,1,8,18
3986,3,40,32
3987,3,14,182
3988,3,36,19
3989,3,35,85
3990,2,25,90
3991,1,32,59
3992,1,38,84
3993,2,22,95
3994,3,6,13
3995,1,18,88
3996,3,28,34
3997,3,24,11
3998,2,38,80
3999,1,10,41
4000,3,21,90
4001,3,37,93
4002,2,35,81
4003,1,34,60
4004,2,21,39
4005,2,39,22
4006,1,32,32
4007,3,32,28
4008,2,7,35
4009,3,31,154
4010,1,18,189
4011,3,19,40
4012,2,21,88
4013,1,6,124
4014,3,38,23
4015,1,32,23
4016,1,-1,139
4017,1,28,173
4018,3,0,42
4019,1,35,161
4020,2,36,28
4021,3,32,191
4022,1,14,42
4023,3,5,81
4024,1,25,175
4025,1,15,82
4026,3,27,53
4027,1,1,142
4028,3,21,42
4029,1,20,64
4030,1,5,90
4031,2,32,44
4032,3,18,29
4033,1,35,93
4034,3,24,69
4035,2,11,82
4036,3,9,180
4037,3,21,13
4038,1,28,72
4039,1,30,54
4040,1,9,104
4041,2,32,44
4042,1,19,40
4043,1,3,190
4044,1,23,64
4045,2,11,9
4046,2,31,38
4047,3,0,72
4048,1,17,82
4049,3,2,48
4050,3,28,82
4051,2,26,14
4052,1,29,162
4053,1,19,54
4054,1,11,90
4055,1,34,64
4056,3,18,65
4057,1,25,113
4058,3,32,38
4059,3,15,65
4060,3,27,39
4061,1,6,174
4062,3,3,59
4063,1,14,43
4064,3,21,24
4065,2,39,50
4066,3,19,68
4067,3,37,61
4068,2,28,21
4069,2,34,21
4070,1,32,31
4071,1,33,70
4072,2,6,25
4073,3,17,78
4074,1,27,19
4075,3,35,23
4076,1,4,40
4077,3,23,22
4078,2,0,71
4079,2,12,58
4080,1,40,75
4081,2,0,40
4082,3,35,155
4083,2,6,83
4084,1,20,99
4085,2,36,59
4086,2,2,53
4087,1,26,11
4088,3,28,179
4089,3,-1,71
4090,3,4,85
4091,3,18,49
4092,1,6,122
4093,1,15,171
4094,2,24,138
4095,3,23,8
4096,1,17,59
4097,1,14,49
4098,1,34,92
4099,1,3,75
4100,2,35,60
4101,2,2,41
4102,2,21,40
4103,1,16,81
4104,3,20,52
4105,1,14,25
4106,1,15,139
4107,2,22,54
4108,1,22,81
4109,1,39,73
4110,3,0,30
4111,1,41,59
4112,1,17,21
4113,2,9,65
4114,2,2,41
4115,3,28,52
4116,2,20,84
4117,1,-2,135
4118,3,14,18
4119,1,16,34
4120,3,5,85
4121,3,23,23
4122,2,27,65
4123,1,30,195
4124,1,24,40
4125,3,29,141
4126,2,34,95
4127,2,33,23
4128,2,19,82
4129,3,21,53
4130,1,3,10
4131,2,30,75
4132,2,23,23
4133,1,36,133
4134,1,17,129
4135,2,11,85
4136,1,23,168
4137,3,19,83
4138,2,12,52
4139,1,22,114
4140,3,3,81
4141,2,38,32
4142,3,19,63
4143,3,32,70
4144,1,31,20
4145,1,23,138
4146,2,34,63
4147,3,28,85
4148,2,35,180
4149,3,22,80
4150,3,15,53
4151,2,20,72
4152,1,18,123
4153,3,18,91
4154,1,26,148
4155,3,25,163
4156,3,30,28
4157,1,12,193
4158,3,10,22
4159,1,34,74
4160,3,20,70
4161,2,4,11
4162,2,8,61
4163,1,37,41
4164,2,28,108
4165,3,10,23
4166,3,38,135
4167,3,40,30
4168,2,24,144
4169,1,34,139
4170,3,17,143
4171,1,7,44
4172,2,31,49
4173,2,42,75
4174,1,9,43
4175,3,14,59
4176,1,17,154
4177,3,18,75
4178,2,23,75
4179,1,35,88
4180,3,3,91
4181,3,6,11
4182,3,22,22
4183,3,29,49
4184,1,17,140
4185,2,25,99
4186,1,2,82
4187,1,9,10
4188,2,5,109
4189,3,4,45
4190,2,19,93
4191,2,16,89
4192,2,15,39
4193,1,26,21
4194,1,37,31
4195,3,37,31
4196,2,19,52
4197,3,25,13
4198,3,25,21
4199,1,36,50
4200,3,19,81
4201,1,19,74
4202,1,36,89
4203,2,9,82
4204,2,33,88
4205,3,16,61
4206,1,36,139
4207,2,23,29
4208,1,11,51
4209,3,32,58
4210,3,9,21
4211,2,8,43
4212,2,16,104
4213,2,23,9
4214,2,25,39
4215,1,22,89
4216,3,40,21
4217,3,35,173
4218,3,21,29
4219,2,27,43
4220,2,34,30
4221,3,30,39
4222,3,22,83
4223,2,25,58
4224,2,26,8
4225,3,27,39
4226,1,18,204
4227,1,13,45
4228,1,7,111
4229,2,10,83
4230,3,24,83
4231,1,36,115
4232,3,32,60
4233,1,15,53
4234,1,7,134
4235,3,24,91
4236,1,1,91
4237,1,12,128
4238,1,34,78
4239,1,19,161
4240,3,36,60
4241,1,14,161
4242,2,9,40
4243,2,21,68
4244,1,22,74
4245,2,26,55
4246,1,20,145
4247,2,35,24
4248,2,39,10
4249,1,33,138
4250,3,12,63
4251,3,28,54
4252,3,16,62
4253,3,29,81
4254,2,28,61
4255,3,27,68
4256,1,35,78
4257,1,17,165
4258,2,17,48
4259,2,26,155
4260,3,26,158
4261,1,31,52
4262,1,28,18
4263,1,33,42
4264,3,33,18
4265,1,31,40
4266,2,2,44
4267,1,16,11
4268,2,26,194
4269,2,23,108
4270,2,23,12
4271,1,19,19
4272,1,1,150
4273,3,22,89
4274,3,19,83
4275,2,3,79
4276,2,38,102
4277,1,24,155
4278,1,16,138
4279,1,31,51
4280,2,15,80
4281,1,18,135
4282,2,1,34
4283,3,0,195
4284,3,32,62
4285,1,13,173
4286,1,-3,149
4287,1,29,20
4288,1,28,42
4289,3,17,28
4290,2,28,95
4291,3,42,95
4292,1,21,34
4293,3,37,191
4294,1,38,41
4295,1,34,150
4296,3,41,91
4297,2,9,84
4298,1,9,73
4299,1,19,122
4300,2,5,73
4301,3,37,20
4302,1,24,130
4303,3,27,85
4304,1,21,134
4305,2,39,98
4306,3,1,54
4307,1,11,41
4308,3,19,128
4309,1,20,132
4310,3,8,188
4311,2,41,170
4312,3,8,14
4313,3,15,93
4314,2,28,79
4315,2,9,79
4316,3,26,62
4317,1,6,95
4318,3,33,60
4319,2,23,75
4320,2,38,85
4321,1,15,143
4322,2,0,34
4323,1,14,44
4324,2,28,31
4325,1,24,13
4326,1,35,52
4327,3,8,42
4328,3,4,102
4329,3,38,143
4330,3,33,10
4331,3,37,44
4332,1,37,158
4333,2,26,12
4334,1,26,59
4335,2,29,92
4336,1,10,82
4337,2,19,44
4338,2,2,182
4339,1,30,121
4340,1,11,38
4341,1,10,92
4342,3,3,53
4343,1,7,45
4344,2,14,63
4345,1,28,181
4346,3,1,184
4347,1,21,33
4348,1,33,22
4349,1,33,99
4350,2,18,44
4351,2,39,101
4352,2,3,32
4353,1,16,59
4354,2,36,25
4355,1,16,140
4356,3,10,29
4357,1,19,35
4358,1,14,141
4359,3,11,75
4360,1,12,58
4361,1,43,41
4362,2,30,42
4363,2,2,55
4364,2,4,18
4365,3,35,75
4366,1,2,85
4367,2,28,43
4368,1,15,149
4369,2,7,25
4370,2,25,19
4371,3,3,18
4372,2,39,13
4373,2,10,41
4374,1,6,139
4375,1,15,62
4376,1,10,51
4377,1,15,71
4378,3,8,145
4379,2,12,45
4380,3,17,53
4381,3,13,64
4382,1,8,39
4383,3,34,38
4384,1,4,85
4385,2,20,61
4386,3,32,23
4387,1,27,122
4388,3,12,72
4389,1,21,123
4390,1,32,40
4391,2,26,62
4392,1,22,113
4393,2,27,81
4394,1,0,59
4395,2,31,25
4396,2,41,25
4397,3,5,14
4398,1,23,19
4399,3,37,61
4400,1,23,21
4401,1,10,44
4402,1,35,42
4403,3,25,52
4404,1,24,112
4405,3,5,34
4406,3,35,83
4407,2,25,24
4408,2,13,71
4409,2,40,181
4410,3,19,75
4411,1,14,153
4412,2,-2,75
4413,2,10,19
4414,2,2,31
4415,1,8,178
4416,1,35,65
4417,1,25,8
4418,1,28,92
4419,1,34,145
4420,3,17,85
4421,1,38,149
4422,2,38,9
4423,3,31,164
4424,2,36,40
4425,3,10,54
4426,3,0,164
4427,1,8,140
4428,3,7,18
4429,1,27,12
4430,1,29,140
4431,3,12,24
4432,1,12,60
4433,3,27,50
4434,2,38,44
4435,2,9,51
4436,1,21,34
4437,2,35,33
4438,1,38,63
4439,3,18,22
4440,3,7,104
4441,3,19,75
4442,3,36,75
4443,3,23,62
4444,1,14,48
4445,1,10,73
4446,1,25,135
4447,3,35,61
4448,2,22,78
4449,3,34,40
4450,3,6,44
4451,1,20,45
4452,1,41,18
4453,3,35,53
4454,2,11,11
4455,2,24,38
4456,2,31,28
4457,1,3,35
4458,2,29,81
4459,3,22,90
4460,1,8,115
4461,2,22,78
4462,3,21,30
4463,1,7,39
4464,1,13,69
4465,1,35,29
4466,2,15,54
4467,1,10,60
4468,3,30,99
4469,1,42,51
4470,3,14,53
4471,2,20,111
4472,1,30,79
4473,2,25,90
4474,1,5,18
4475,1,41,73
4476,3,18,59
4477,1,32,40
4478,2,9,41
4479,3,9,53
4480,1,8,128
4481,3,30,145
4482,3,-2,35
4483,3,14,28
4484,1,28,155
4485,1,11,195
4486,2,9,50
4487,3,19,48
4488,2,14,81
4489,1,4,50
4490,2,13,21
4491,1,9,142
4492,1,16,64
4493,3,26,91
4494,2,28,74
4495,3,4,182
4496,1,14,82
4497,1,25,45
4498,1,21,85
4499,1,26,133
4500,2,26,22
4501,2,26,24
4502,3,33,38
4503,3,32,80
4504,1,21,33
4505,3,1,41
4506,2,15,90
4507,3,13,89
4508,3,1,8
4509,1,2,85
4510,1,30,53
4511,3,39,20
4512,1,17,9
4513,1,22,25
4514,1,19,114
4515,3,-3,41
4516,3,3,49
4517,3,32,12
4518,2,18,50
4519,2,28,30
4520,1,21,32
4521,2,7,41
4522,2,31,25
4523,1,5,29
4524,2,4,50
4525,1,24,79
4526,1,11,110
4527,2,9,40
4528,3,16,18
4529,1,23,48
4530,3,0,40
4531,2,9,19
4532,1,7,35
4533,2,22,133
4534,2,34,19
4535,1,17,83
4536,3,18,39
4537,2,37,38
4538,3,36,63
4539,2,24,85
4540,1,24,14
4541,1,32,64
4542,1,38,124
4543,1,29,20
4544,3,38,33
4545,1,4,80
4546,3,35,35
4547,1,24,74
4548,2,25,32
4549,1,33,73
4550,1,29,41
4551,2,40,18
4552,2,0,28
4553,2,23,64
4554,2,25,44
4555,1,16,109
4556,3,19,71
4557,1,29,79
4558,2,9,30
4559,1,19,82
4560,2,20,101
4561,2,18,13
4562,3,33,59
4563,1,40,64
4564,1,2,188
4565,1,32,28
4566,3,8,120
4567,1,0,131
4568,2,20,19
4569,3,0,44
4570,2,21,49
4571,3,6,99
4572,3,28,95
4573,3,7,81
4574,3,20,73
4575,1,11,193
4576,3,27,115
4577,3,30,41
4578,3,37,80
4579,2,20,90
4580,1,32,41
4581,1,24,102
4582,3,13,59
4583,3,-1,69
4584,1,26,83
4585,2,0,49
4586,3,11,180
4587,3,32,61
4588,3,11,59
4589,3,10,85
4590,3,7,13
4591,2,34,151
4592,2,16,44
4593,3,18,53
4594,2,30,133
4595,3,27,31
4596,2,7,101
4597,1,13,61
4598,2,10,68
4599,1,26,21
4600,1,25,149
4601,3,24,75
4602,3,12,55
4603,1,32,81
4604,1,12,179
4605,2,7,81
4606,2,22,42
4607,1,20,199
4608,2,23,18
4609,3,19,28
4610,3,28,80
4611,2,13,79
4612,2,7,52
4613,2,6,18
4614,1,38,52
4615,3,30,15
4616,3,12,84
4617,3,41,114
4618,3,13,41
4619,1,9,29
4620,1,36,23
4621,1,26,84
4622,1,32,60
4623,2,20,13
4624,3,25,45
4625,1,11,83
4626,2,21,102
4627,3,34,58
4628,2,1,134
4629,2,1,130
4630,1,24,148
4631,2,21,92
4632,2,8,142
4633,1,29,62
4634,1,5,50
4635,3,17,29
4636,1,5,85
4637,1,16,78
4638,3,19,85
4639,2,13,89
4640,3,25,33
4641,3,6,42
4642,1,11,31
4643,2,40,143
4644,1,7,35
4645,2,34,22
4646,1,10,45
4647,1,13,119
4648,1,35,43
4649,2,11,75
4650,1,35,121
4651,3,23,63
4652,1,24,58
4653,1,12,184
4654,1,10,155
4655,2,17,69
4656,2,7,188
4657,2,21,38
4658,2,16,9
4659,3,11,69
4660,1,4,199
4661,1,35,38
4662,1,19,129
4663,2,31,59
4664,1,3,115
4665,2,37,83
4666,1,16,65
4667,1,9,72
4668,3,28,72
4669,3,14,63
4670,2,1,64
4671,1,26,194
4672,3,14,104
4673,1,26,180
4674,2,23,18
4675,3,14,93
4676,1,11,32
4677,1,13,68
4678,3,0,38
4679,2,7,115
4680,1,0,161
4681,1,21,154
4682,1,3,68
4683,3,25,44
4684,1,28,149
4685,1,34,103
4686,2,39,41
4687,1,35,113
4688,2,34,48
4689,2,3,69
4690,2,27,43
4691,3,34,19
4692,3,17,65
4693,2,35,32
4694,1,28,20
4695,3,13,25
4696,1,19,70
4697,3,35,70
4698,2,22,103
4699,1,22,162
4700,1,36,61
4701,1,7,170
4702,1,16,49
4703,3,5,108
4704,3,27,62
4705,2,28,102
4706,1,37,141
4707,1,36,8
4708,1,35,91
4709,1,37,10
4710,2,1,35
4711,3,17,71
4712,1,40,59
4713,3,0,14
4714,1,1,122
4715,1,3,81
4716,3,39,35
4717,1,34,83
4718,1,5,121
4719,1,6,35
4720,3,8,140
4721,3,15,88
4722,1,26,70
4723,3,16,63
4724,1,15,125
4725,1,8,21
4726,1,8,75
4727,1,10,38
4728,1,17,58
4729,2,35,31
4730,3,14,18
4731,2,27,29
4732,3,11,29
4733,1,13,69
4734,1,23,121
4735,3,39,64
4736,2,9,84
4737,2,25,65
4738,2,36,85
4739,1,32,44
4740,1,38,174
4741,1,30,178
4742,1,32,55
4743,2,33,25
4744,1,26,21
4745,3,20,72
4746,1,23,129
4747,3,7,18
4748,2,25,91
4749,3,18,38
4750,1,5,21
4751,3,41,38
4752,1,17,154
4753,1,14,178
4754,2,21,85
4755,1,33,93
4756,1,35,151
4757,2,4,78
4758,1,2,135
4759,1,21,40
4760,2,41,80
4761,1,25,18
4762,2,35,74
4763,3,7,94
4764,2,25,173
4765,2,32,88
